search_topic,title,authors,year,publication_date,type,journal,doi,url,cited_by_count
biblical interpretation,"Chains of Salvation, Irony of Redemption: Wheatley and Mckay on Christian Hypocrisy",Kodzo Kuma AHONDO,2026,2026-09-21,article,Akofena revue scientifique des Sciences du Langage Lettres Langues & de la Communication,https://doi.org/10.48734/akofena.n021.vol.6.02.2026,https://openalex.org/W7213935870,0
incarnation,General review,Andrej Petrović,2026,2026-09-21,article,Greece and Rome,https://doi.org/10.1017/s0017383526100849,https://openalex.org/W7213918728,0
incarnation,Ruins as Translation Sites,Mª Carmen África Vidal Claramonte,2026,2026-09-21,book,,https://doi.org/10.4324/9781042028368,https://openalex.org/W7213929740,0
theological anthropology,Da individualidade à comunidade,"Matheus dos Reis Gomes, Jéssica Rodrigues de Oliveira",2026,2026-09-21,article,NeoKrísis - Revista de Teorias Políticas e Jurídicas,https://doi.org/10.48075/yj0pvq34,https://openalex.org/W7213884229,0
theological anthropology,"The Pashtuna Babajan of Pune: A Historical, Anthropological, and Theological Examination","Nisar Ahmed Syed, Amjed M. Naikwadi",2026,2026-09-21,article,,https://doi.org/10.13140/rg.2.2.23644.14723,https://openalex.org/W7213877581,0
theological anthropology,Witnessing war across borders: Tamara Trunova’s stagings of Natalka Vorozhbyt’s Bad Roads in Ukraine and Sweden,Johanna Lindbladh,2026,2026-09-21,article,Canadian Slavonic Papers,https://doi.org/10.1080/00085006.2026.2712804,https://openalex.org/W7213882392,0
patristics,"Topography of the High Country, Ancient Spatial Transformation of Eastern Anatolia from Uruatri to Armenia",Nusret Burak Özsoy,2026,2026-09-20,article,Turcology Research,https://doi.org/10.62425/turcology.1593747,https://openalex.org/W7213754329,0
theological anthropology,"The Evolutionary, Cognitive, and Socio-Historical Architecture of Religion: A Critical Analysis of Ontological Transmission and Doctrinal Consolidation in Early Islam",Elios Sollas,2026,2026-09-20,preprint,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22850506,https://openalex.org/W7213644046,0
theological anthropology,Cultural Heritage Mapping: Charting Tourism Potentials and Inscribing Calabanga’s Tangible Heritage,Richard Gavina Castor,2026,2026-09-20,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-11061379/v1,https://openalex.org/W7213751380,0
incarnation,Wild Belongings: Stories of Rewilding in William Morris’s News from Nowhere and Diane Setterfield’s Once Upon a River,Phillippa Bennett,2026,2026-09-20,article,Green Letters,https://doi.org/10.1080/14688417.2026.2733353,https://openalex.org/W7213784160,0
incarnation,Rut Björkman’s Spiritual Critique of the Church as an Impetus for a New Ecclesiology,Imre Koncsik,2026,2026-09-20,article,Humanities and Social Sciences,https://doi.org/10.11648/j.hss.20261405.12,https://openalex.org/W7213760710,0
patristics,From Kyiv's Hills to the Antichrist The Retrospective Construction of Seven-Hill Symbolism and Its Political-Religious Afterlife,Miljan Milješković,2026,2026-09-20,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22858013,https://openalex.org/W7213747674,0
theology of the flesh,Proof of Universality of the Operator Dχ in ZEBTS Theory: From Spectral Ontology to the Law of Unity of the Triune Substance,Anatolii Mukha,2026,2026-09-20,preprint,,https://doi.org/10.33774/coe-2026-gwf17,https://openalex.org/W7212593891,0
incarnation,"Bude v nastajanju: Materialnost, ritual in relacijska ontologija japonskih budističnih ikon",Aljaž Mesner,2026,2026-09-20,dissertation,Repository of the University of Ljubljana (University of Ljubljana),,https://openalex.org/W7214137354,0
eschatology,Rethinking “Dead” Objects: Baya Pandang and the Cultural Lives of Iban Artifacts in Sarawak Museum Collections,Gregory Kiyai Keai,2026,2026-09-20,article,Herança,https://doi.org/10.52152/heranca.v9i3/1282,https://openalex.org/W7213783008,0
recapitulation,What can we learn on ALS pathophysiology from iPSC-derived motor neurons harbouring TARBDP mutations: a systematic review,"Elena Pasho, Alberto Catanese, Edor Kabashi, Sorana Ciura",2026,2026-09-20,review,Translational Neurodegeneration,https://doi.org/10.1186/s40035-026-00580-2,https://openalex.org/W7213762923,0
recapitulation,Advancing neurofibromatosis research: a comparative review of animal models and their utility in dissecting the tumor microenvironment,"Ai-Lun Li, Ya-Mei Chen",2026,2026-09-20,article,Laboratory Animal Research,https://doi.org/10.1186/s42826-026-00298-2,https://openalex.org/W7213792436,0
recapitulation,Web-Based Interactive Media Development For Improving Elementary Students' Conceptual Understanding Of Flat Shapes: A Mixed-Method R&D Study,"Deden Supriatna, Rudi Hartono, Muktiono Waspodo Muktiono Waspodo",2026,2026-09-20,article,International Journal of Post Axial Futuristic Teaching and Learning,https://doi.org/10.59944/postaxial.v4i3.1660,https://openalex.org/W7213926214,0
eschatology,Othello Meets Water Margin: Shakespeare’s Influence on Jin Yong’s The Demi-Gods and Semi-Devils,Jonathan Y. H. Hui,2026,2026-09-19,article,Comparative Literature East & West,https://doi.org/10.1080/25723618.2026.2729649,https://openalex.org/W7213785332,0
patristics,"Public Knowledge, and Perceptions of Honeybees in Punjab, Pakistan","Abdul Majid Khan, Muhammad Altaf, Abdullah",2026,2026-09-19,article,Journal of Applied Research in Plant Sciences,https://doi.org/10.38211/joarps.2026.07.363,https://openalex.org/W7213633152,0
patristics,Ancestral Sequences Cannot be Accurately Reconstructed via Interpolation in a Variational Autoencoder’s Latent Space,"Evan Gorstein, Mengze Tang, Hailey Bruzzone, Claudia R Solis-Lemus",2026,2026-09-19,article,Bulletin of Mathematical Biology,https://doi.org/10.1007/s11538-026-01749-6,https://openalex.org/W7213650149,0
eschatology,"An Authenticity, Scope, and Tarjīḥ: An Operational Framework for Contemporary Hadith Interpretation Applied to Four Ethical Issues","Lalu Muhammad Nurul Wathoni, Abdullah Firdaus, Jaya Jaya",2026,2026-09-19,article,Diroyah Jurnal Studi Ilmu Hadis,https://doi.org/10.15575/diroyah.v11i1.57173,https://openalex.org/W7214105217,0
recapitulation,"The Effect of Internal Control, Compliance, and Management Compensation on Employees’ Ethical Behavior (A Case Study at the Regional Secretariat of Indramayu Regency)","Irvan Setiawan, Nurul Hermina",2026,2026-09-19,article,Jurnal Ilmu Manajemen Terapan,https://doi.org/10.38035/jimt.v8i1.9845,https://openalex.org/W7213665716,0
eschatology,Collective Suffering and the Construction of Israelite Identity among the Lost Israelites Religious Movement in Western Kenya,"Watta Dorine Beldine Akinyi, George Odhiambo Okoth",2026,2026-09-19,article,East African Journal of Traditions Culture and Religion,https://doi.org/10.37284/eajtcr.9.1.5812,https://openalex.org/W7213673671,0
incarnation,Algorithmic Collusion and the Complexity of Information-Value-Free Equilibria,"Ioannis Anagnostides, Weiqiang Zheng",2026,2026-09-19,preprint,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.22757,https://openalex.org/W7213996841,0
incarnation,From Nahda to Naksa: Some Marxist Perspectives on the Arab National Question,Haithem Gasmi,2026,2026-09-19,article,Agrarian South Journal of Political Economy A triannual Journal of Agrarian South Network and CARES,https://doi.org/10.1177/22779760261486133,https://openalex.org/W7213622868,0
recapitulation,"Beyond the blood-brain barrier: humanised mice, the missing link in glioblastoma research","Reza Shirazi Nia, Jian Lu, Daniel De Vega, Niloufar Poudine, Chaoyue Pan, Fengqi Zhou, Jianxiong Ji, Georgios Giamas",2026,2026-09-19,article,Oncogene,https://doi.org/10.1038/s41388-026-03989-1,https://openalex.org/W7213647313,0
eschatology,The Chromatic Communion: A Christocentric Phenomenology of Inter-spiritual Sociality and Celestial Communion,Mark Edward Chard,2026,2026-09-19,article,Knowledge Commons (Lakehead University),https://doi.org/10.17613/jnfp0-77866,https://openalex.org/W7213672005,0
eschatology,PRE-GHR Position J: The Throttle Is Not the Problem(油门不是问题),Miaosheng Wang,2026,2026-09-19,preprint,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22813133,https://openalex.org/W7213497570,0
recapitulation,Fungal extracellular vesicles reshape Lactobacillus rhamnosus vesicles to enhance lysosomal homeostasis and resolve intestinal inflammation,"Zhengmei Ji, Guoliang Chen, Xiaolong He, Xiangqian Zhang, Bin Chen, Hang Xiao, Yurong Guo, Yanhui Han",2026,2026-09-19,article,Gut Microbes,https://doi.org/10.1080/19490976.2026.2736915,https://openalex.org/W7213614717,0
recapitulation,Whither Conservative Business Ethics? Addressing the Puzzling Absence of Conservative Thought in Business Ethics,"Matthew Sinnicks, Caleb Bernacchio",2026,2026-09-19,article,Journal of Business Ethics,https://doi.org/10.1007/s10551-026-06472-9,https://openalex.org/W7213627329,0
patristics,ORTHODOXY IN THE TEACHINGS OF THE SLAVOPHILES,Vladimir Vladimirovich Golenko,2026,2026-09-19,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.52270/27132447_2026_27_21,https://openalex.org/W7213876172,0
eschatology,"Beyond the Sacred–Secular Divide: Work as Worship, Vocation, and Justice in Biblical-Theological Perspective","Christopher Kabwe Mukuka, Mercy Mutale Mukuka",2026,2026-09-18,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22818613,https://openalex.org/W7213585111,0
eschatology,From Unity to Multiplicity: The Quantum Observer Model and the Manifestation of Human Potential in Islamic Thought,,2026,2026-09-18,article,Islamic history and literature.,https://doi.org/10.62476/ihl43267,https://openalex.org/W7213547331,0
eschatology,The Apostolic Church,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c82,https://openalex.org/W7213547899,0
eschatology,"Holy, holy, holy! : toward a mystical style in film",Jacob Noah Pascoe,2026,2026-09-18,dissertation,cIRcle (University of British Columbia),https://doi.org/10.14288/1.0456360,https://openalex.org/W7213583717,0
recapitulation,Using Brain Organoids to Explore Human Neurobiology,"Hany E. S. Marei, Anwarul Hasan",2026,2026-09-18,article,Cellular and Molecular Neurobiology,https://doi.org/10.1007/s10571-026-01808-5,https://openalex.org/W7213537714,0
theology of the flesh,"Pentecostalism, fundamentalism, and modern prophetic movements",Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c91,https://openalex.org/W7213673901,0
theology of the flesh,"Restorationism, Adventism, and new Christian-derived religions",Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c90,https://openalex.org/W7213662668,0
recapitulation,Cross-species gene expression analysis identifies a type I interferon-associated transcriptional signature in Tregs from atopic dermatitis,"Naoya Kase, Hina Nakamura, Chizuru Nakakomi, Manami Shimakata, Mai Banno, Ryotaro Kanari, Yohsuke Harada",2026,2026-09-18,article,Journal of Cutaneous Immunology and Allergy,https://doi.org/10.3389/jcia.2026.17310,https://openalex.org/W7213555683,0
recapitulation,Perceptual glimpses are locally accumulated and globally maintained at distinct processing levels,"Elisabeth Parés-Pujolràs, Anna C. Geuzebroek, Redmond G O’Connell, Simon P Kelly",2026,2026-09-18,preprint,eLife,https://doi.org/10.7554/elife.107980.3,https://openalex.org/W7213555748,0
recapitulation,3D Printing of MEMS Devices,"Brahmansh Kaushik, Akshay Pathania, Prathamesh Rajan Korgaonkar, Kunal Singh, S Anand Kumar",2026,2026-09-18,book-chapter,Additive manufacturing,https://doi.org/10.1201/9781003590774-6,https://openalex.org/W7213556005,0
recapitulation,Groundwater Management Strategies to Maintain Food Security and National Security in the Banten Region,"Yuli Kartiningsih, I Nengah Putra Apriyanto, Sovian Aritonang, Linus Yoseph Wawan Rukmono, Riduan Riduan",2026,2026-09-18,article,JURNAL ILMIAH GLOBAL EDUCATION,https://doi.org/10.55681/jige.v7i3.6873,https://openalex.org/W7213615039,0
recapitulation,MERIT: A No-Code Platform for Unifying High-Precision Cognitive Assessment Across Laboratory and Real-World Settings,"Stan J. Colcombe, Michael Milham, Jody Brookover, Charles Twig Ay, Mike Xiao, Christopher Palmatier, Giovanni Salum, Arno Klein",2026,2026-09-18,preprint,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.64898/2026.09.13.751236,https://openalex.org/W7213632534,0
recapitulation,Validating a high-throughput in vitro model for culturing antibiotic-altered microbiome communities,"Weimiao Long, Avani Tantry, Julielam Tran, Erika L. Cyphert",2026,2026-09-18,preprint,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.64898/2026.09.16.752229,https://openalex.org/W7213632596,0
eschatology,Liberation Theology: A Theological Framework for Christian Responses to Social Justice in Nigeria,Japhet Maighandi,2026,2026-09-18,article,JOURNAL OF HUMANITIES AND SOCIAL POLICY,https://doi.org/10.56201/jhsp.vol.12.no2.2026.pg45.53,https://openalex.org/W7213538121,0
recapitulation,Cognitive flexibility deficits differ between the sexes in a transchromosomic mouse model of Down syndrome,"Elysabeth D. Otte, Nicole Gordon, Andrew Folz, Charles R. Goodlett, Randall J. Roper",2026,2026-09-18,article,Disease Models & Mechanisms,https://doi.org/10.1242/dmm.053030,https://openalex.org/W7213534673,0
recapitulation,Design science research in developing a religious chatbot based on Bulugh al-Maram,"Aris Tjahyanto, Irmasari Hafidz, Faizal Johan Atletiko",2026,2026-09-18,article,International Journal of Power Electronics and Drive Systems/International Journal of Electrical and Computer Engineering,https://doi.org/10.11591/ijece.v16i5.pp2782-2794,https://openalex.org/W7213534384,0
recapitulation,RISK MANAGEMENT EVALUATION IN THE SENGKALING KIRI DRAINAGE REHABILITATION PROJECT ON SOEKARNO HATTA STREET MALANG,"Hanifa Faruq Ar Ramzy, Radhia Jatu Noviarsita Sakti, Devi Zettyara",2026,2026-09-18,article,Jurnal JOS-MRK,https://doi.org/10.33795/jos-mrk.v7i3.10884,https://openalex.org/W7213548162,0
recapitulation,eLife Assessment: Perceptual glimpses are locally accumulated and globally maintained at distinct processing levels,Tobias H. Donner,2026,2026-09-18,peer-review,,https://doi.org/10.7554/elife.107980.3.sa3,https://openalex.org/W7213546088,0
recapitulation,Design and Development of a Web-Based Student Attendance System Using the RAD Method (Case Study: SDN Pondok Jagung Tangerang),"Adindra Gyvari Rachman Tyo, Rudjiono, Candra Supriadi",2026,2026-09-18,article,Jurnal Teknologi Informatika dan Komputer,https://doi.org/10.37012/jtik.v12i2.3740,https://openalex.org/W7213545850,0
recapitulation,"Patient-derived prostate cancer organoids: model development, therapeutic applications, and challenges for precision oncology","Jingzhen Zhu, Sheng Wang, Furong Du, Sihai Shao",2026,2026-09-18,article,Frontiers in Oncology,https://doi.org/10.3389/fonc.2026.1939330,https://openalex.org/W7213548875,0
recapitulation,Design rules for bioorthogonal glycan-based tools,"Freya Hoddle, Sophie D. Schmidt, Sandhya Sridhar, Benjamin Schumann",2026,2026-09-18,article,Biochemical Journal,https://doi.org/10.1042/bcj20260542,https://openalex.org/W7213537090,0
recapitulation,Neutrophil extracellular traps in colorectal cancer: a paradoxical nexus of tumor defense and disease progression,"Yuansha Ge, Weijia Kong, Yuxiao Qian, Yuting Sun, Guanghui Zhu, Jie Li",2026,2026-09-18,article,Frontiers in Immunology,https://doi.org/10.3389/fimmu.2026.1858493,https://openalex.org/W7213534867,0
theology of the flesh,Lexical Consistency in the Peshiṭta of Deuteronomy,Logan Scott Copley,2026,2026-09-18,dissertation,,https://doi.org/10.5463/thesis.1859,https://openalex.org/W7213516851,0
theology of the flesh,"Food system transformation, social equity and one health in Southern Africa: a gendered political economy analysis","Elizabeth Namaona, McDonald Chabwera, William Kasapila, Loveness Mgalamadzi, Yananda Madhlopa",2026,2026-09-18,article,Frontiers in Sustainable Food Systems,https://doi.org/10.3389/fsufs.2026.1904937,https://openalex.org/W7213533788,0
theology of the flesh,Social Character Formation,Jan Dietrich,2026,2026-09-18,book-chapter,,https://doi.org/10.1093/9780197922477.003.0004,https://openalex.org/W7213535711,0
theology of the flesh,Human Dependency on the Gods,Jan Dietrich,2026,2026-09-18,book-chapter,,https://doi.org/10.1093/9780197922477.003.0006,https://openalex.org/W7213555664,0
eschatology,Весы Правосудия в традиционной культуре абхазов: путь от религиозного символа к геральдическому знаку (эмблеме) Верховного суда и Министерства юстиции Республики Абхазия,А.В. Логинов,2026,2026-09-18,article,Вестник Владикавказского научного центра,https://doi.org/10.46698/vnc.2026.21.46.001,https://openalex.org/W7213546513,0
incarnation,"Jesus, White and Black",Mike Higton,2026,2026-09-18,book-chapter,Cambridge University Press eBooks,https://doi.org/10.1017/9781009867016.023,https://openalex.org/W7213511724,0
eschatology,The Intersection of Ecclesiology and Musicology: A Ghanaian Perspective,"Foster Eddison Mawusi, Eric Kwadzo Klutse",2026,2026-09-18,article,International Journal of Culture and Religious Studies,https://doi.org/10.47941/ijcrs.3985,https://openalex.org/W7213534325,0
incarnation,Modernized cosmogony: enduring hierarchies and the co-optation of public administration reform in Indonesia,"Fadillah Putra, Hadi Kardoyo, Dudi Hidayat, Aditya Wisnu Pradana, Anugerah Yuka Asmara, Igif Gimin Prihanto, Hendy Gunawan",2026,2026-09-18,article,Frontiers in Political Science,https://doi.org/10.3389/fpos.2026.1915649,https://openalex.org/W7213538873,0
patristics,Rome and Constantinople,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c86,https://openalex.org/W7213562128,0
patristics,The modern Christian family tree: What exists today and where did it come from?,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c95,https://openalex.org/W7213623124,0
patristics,"Protestantism multiplies: Puritans, Baptists, Quakers, Pietists, and Methodists",Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c89,https://openalex.org/W7213624822,0
patristics,The Protestant Reformation and the breaking of Western Christendom,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c88,https://openalex.org/W7213645749,0
patristics,From apostolic doctrine to religious fragmentation: Testing the tree by Scripture,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c96,https://openalex.org/W7213650088,0
eschatology,Revolt without Moral Restrictions: Raskolnikov’s Philosophical Disaster in Dostoevsky’s Crime and Punishment,Trilok Nath Prajapati,2026,2026-09-18,article,Bon Voyage,https://doi.org/10.3126/bovo.v8i1.99827,https://openalex.org/W7213533761,0
patristics,Medieval Roman Catholicism and the seeds of reform,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c87,https://openalex.org/W7213674057,0
incarnation,Christ the Jailer: Paul’s Carceral Theology,Naomi Reiss,2026,2026-09-18,article,New Testament Studies,https://doi.org/10.1017/s0028688525000074,https://openalex.org/W7213535379,0
patristics,The first enduring Christian divisions,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c85,https://openalex.org/W7213544002,0
incarnation,Constitutionalising Anarchy,"Ruth Kinna, Alex Prichard",2026,2026-09-18,book,Cambridge University Press eBooks,https://doi.org/10.1017/9781009785518,https://openalex.org/W7213525989,0
incarnation,Christ Inexhaustible,Mike Higton,2026,2026-09-18,book,Cambridge University Press eBooks,https://doi.org/10.1017/9781009867016,https://openalex.org/W7213513382,0
incarnation,The Word in Flesh,Mike Higton,2026,2026-09-18,book-chapter,Cambridge University Press eBooks,https://doi.org/10.1017/9781009867016.014,https://openalex.org/W7213502309,0
incarnation,The Word of Love,Mike Higton,2026,2026-09-18,book-chapter,Cambridge University Press eBooks,https://doi.org/10.1017/9781009867016.013,https://openalex.org/W7213497249,0
Irenaeus,From the Apostles to the Early Catholic Church,Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c83,https://openalex.org/W7213535107,0
Irenaeus,Teachings of Demons in Later Times (1 Tim 4.1–5),Tobias Hägerland,2026,2026-09-18,article,New Testament Studies,https://doi.org/10.1017/s0028688525000086,https://openalex.org/W7213537946,0
Irenaeus,Christian Philosophy and Christian Apologetics: A Philosophical Examination of Their Relationship and Complementarity,Gabriel Adedayo IDOGBE,2026,2026-09-18,article,INTERNATIONAL JOURNAL OF RELIGIOUS AND CULTURAL PRACTICE,https://doi.org/10.56201/ijrcp.vol.11.no2.2026.pg30.43,https://openalex.org/W7213559515,0
patristics,Alice Thornton and the Church of England,Jessica L. Malay,2026,2026-09-18,book-chapter,,https://doi.org/10.4324/9781003690689-6,https://openalex.org/W7213545221,0
patristics,"Christianity in Africa: Ancient roots, missions, independent churches, and Pentecostal expansion",Sixbert SANGWA,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c93,https://openalex.org/W7213662199,0
patristics,Entwined Traditions: Euthaliana in Manuscripts of Acts Catenae,Emanuele Scieri,2026,2026-09-18,article,New Testament Studies,https://doi.org/10.1017/s0028688525000104,https://openalex.org/W7213536743,0
patristics,"Constantine, councils, and the formation of imperial Christianity",Sixbert Sangwa,2026,2026-09-18,book-chapter,,https://doi.org/10.65655/ocp.m26.c84,https://openalex.org/W7213533135,0
patristics,Life in Himself Through Eternal Generation: St. Augustine of Hippo's Metaphysical Analysis of John 5:26 and Its Relevance,Hendi Hendi,2026,2026-09-17,article,Cuestiones teológicas,https://doi.org/10.18566/cueteo.v53n120.a02,https://openalex.org/W7213496574,0
theology of the flesh,Tongues in 1 Corinthians 12–14: Their Role in Gospel Proclamation and Unity,Adam Rimmer,2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213575664,0
theology of the flesh,A Qualitative Exploration of the Emotional and Psychological Impact of Pornography Consumption Among Young Christian Hispanic Adult Males in Las Vegas,Zeferino Solis,2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213573960,0
theology of the flesh,"""I Will Not Hear the Melody of Thy Viols"": Opposition to Instrumental Music in Historic Presbyterian and Puritan Worship",Sean Patrick Michael McDonald,2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213570076,0
theology of the flesh,"What We Love Online: A Deductive Thematic Analysis of Thoughtforms, Parasocial Agent Connection, and Bidirectional Fictophilia in the Digital Liminal",Michael Paul Ross,2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213568525,0
theology of the flesh,In Myth and Memory: The Efficacy of New England Civil War Chaplains,Kevin L Hostettler,2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213568146,0
Irenaeus,THE MESSAGE OR ANOTHER GOSPEL?,Sixbert SANGWA,2026,2026-09-17,book,,https://doi.org/10.65655/ocp.m24,https://openalex.org/W7213444364,0
patristics,A New Understanding of the Tension between Evil and Divine Greatness: An Application of Existential Ontology to Christian Apologetics,William A Blea,2026,2026-09-17,article,Scholars Crossing (Liberty University),,https://openalex.org/W7213564488,0
patristics,This (Mortal) Christian Life: Growth in Grace and the Problem of Senescence,Daniel Lee Hill,2026,2026-09-17,article,Modern Theology,https://doi.org/10.1111/moth.70147,https://openalex.org/W7213545897,0
patristics,"Is Displacing Evil Explaining It? Agency, Ontological Dependence, and Divine Permission in Religious Responses to the Problem of Evil",Pablo Dietrich,2026,2026-09-17,article,RCMOS - Revista Científica Multidisciplinar O Saber,https://doi.org/10.51473/rcmos.v1i2.2026.2896,https://openalex.org/W7213519950,0
patristics,"ASEITY AND THE SUBSTRATE: What the Identity Thesis Can and Cannot Mean: Why ""God is Freedom"" Cannot Be Substituted into the Formula, and What It Means Instead",José Caetano de Mattos,2026,2026-09-17,article,PhilPapers (PhilPapers Foundation),https://doi.org/10.5281/zenodo.22807811,https://openalex.org/W7213503803,0
patristics,Predicting unknown mammalian viral hosts with Dynamic Positive–Unlabeled learning,"Gabriele Pignalberi, Andrea Tonelli, S. Giagu, Moreno Di Marco",2026,2026-09-17,article,Nature Communications,https://doi.org/10.1038/s41467-026-76416-4,https://openalex.org/W7213469911,0
patristics,სემანტიკური ტრანზიციის სინტაქსური მახასიათებლები ახალი იადგარის დიდმარხვის ჰიმნოგრაფიაში,თამაზ დევიძე,2026,2026-09-17,article,Millennium,https://doi.org/10.62235/mln.4.2026.12151,https://openalex.org/W7213462433,0
patristics,A Statistical Investigation of the Synoptic Problem,David Gentile,2026,2026-09-17,preprint,Qeios,https://doi.org/10.32388/ribdz7.6,https://openalex.org/W7213441310,0
theology of the flesh,The Lived Experiences of Custodial Grandparents in Northern Appalachia: A Transcendental Phenomenological Study,Christina Marie Savage,2026,2026-09-17,article,Scholars Crossing (Liberty University),,https://openalex.org/W7213565438,0
theology of the flesh,How the African American Contribution to Early American Literature Aided in Shaping the American Literary Identity,Jennifer E Thompson,2026,2026-09-17,article,Scholars Crossing (Liberty University),,https://openalex.org/W7213564892,0
theology of the flesh,"The Amateur Class: A Christoform, Communal, Experience-Driven Leader Development Approach for the Missionary Church","Tanner, Virgil Lee, Jr.",2026,2026-09-17,article,Digital Commons (Liberty University),,https://openalex.org/W7213564675,0
theology of the flesh,The embodiment of Balinese Hindu philosophy “ Tri Hita Karana ” in contemporary visual art: case study on Mangu Putra’s painting,"I Kadek Yudi Astawan, Elvira Putri Syuhra Nazilatur Rahma, Roslina Ismail, Zuliati Rohmah",2026,2026-09-17,article,Cogent Arts and Humanities,https://doi.org/10.1080/23311983.2026.2731751,https://openalex.org/W7213526006,0
theology of the flesh,From Vienna to Madrid: A Libertarian Vision of Scientific and Moral Truth,Jesús Huerta de Soto,2026,2026-09-17,book-chapter,The Quarterly Journal of Austrian Economics,https://doi.org/10.35297/001c.163652,https://openalex.org/W7213457641,0
theology of the flesh,"Obligation, Perfection, and Nature: Toward a Relational Environmental Ethics",Ariel Zylberman,2026,2026-09-17,article,Canadian Journal of Philosophy,https://doi.org/10.1017/can.2026.10101,https://openalex.org/W7213447025,0
theology of the flesh,"The Rise of the North Arabic Script and Its Kur’anic Development, with a Full Description of the Kur’an Manuscripts in the Oriental Institute",Nabia Abbott,2026,2026-09-17,article,,https://doi.org/10.83354/4zdg-hz23,https://openalex.org/W1606476788,4
theology of the flesh,On Characters in Terry Pratchett’s Discworld Novels,Kamil B. Karaś,2026,2026-09-16,book,,https://doi.org/10.4324/9781003786955,https://openalex.org/W7213312752,0
Irenaeus,Occurrence Download,GBIF.org User,2026,2026-09-16,dataset,Global Biodiversity Information Facility,https://doi.org/10.15468/dl.2zch3t,https://openalex.org/W7213394499,0
theology of the flesh,From Golem to GLLM,Amir Vudka,2026,2026-09-16,article,Technophany A Journal for Philosophy and Technology,https://doi.org/10.54195/technophany.24850,https://openalex.org/W7213337481,0
theology of the flesh,Enseñar el corazón en el siglo XV: fuero interno y espacios disciplinarios en Castilla,Esther Pascua,2026,2026-09-16,article,Espacio Tiempo y Forma Serie III Historia Medieval,https://doi.org/10.5944/etfiii.39.2026.47018,https://openalex.org/W7213316765,0
patristics,Metazoan-wide phylogenomics supports the emergence of recognisable canonical prostanoid-receptor family structure across the vertebrate transition,Sebastiano Scibelli,2026,2026-09-16,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-11021752/v1,https://openalex.org/W7213221738,0
patristics,Hyb-Adam-UA: additivity-aware refinement of minimax-initialized mtDNA distance matrices,"Dmitrii Chaikovskii, Weilai Qu, Boris Feliksovich Melnikov, Ye Zhang, Yuehong Zhao",2026,2026-09-16,article,BMC Bioinformatics,https://doi.org/10.1186/s12859-026-06629-3,https://openalex.org/W7213411834,0
theology of the flesh,Religious antinatalism: a rare breed,David Benatar,2026,2026-09-16,article,Religious Studies,https://doi.org/10.1017/s0034412526101796,https://openalex.org/W7213269528,0
patristics,Does Mark Care That Jesus Was Raised from the Dead? On Resurrecting the King and the Kingdom (Mark 16.1–8),E.J. Davila,2026,2026-09-16,article,New Testament Studies,https://doi.org/10.1017/s0028688525000153,https://openalex.org/W7213334511,0
patristics,"MichaelMagree, The Interpretation of Kenosis from Origen to Cyril of Alexandria: Dimensions of Self‐Emptying in the Reception of Philippians 2:7. Oxford: Oxford University Press, 2024, x + 315pp. $115",Brian Wagers,2026,2026-09-16,book-review,International Journal of Systematic Theology,https://doi.org/10.1111/ijst.70061,https://openalex.org/W7213329208,0
